Ticker,Name,Modified,AsOfDate,Sector,SubSector,AnalystRecommendationValue,Interpretation,FactorScore,RevenueGrowth,RevenueGrowthPoints,BalanceSheetStrength,BalanceSheetStrengthPoints,ProfitabilityTrend,ProfitabilityTrendPoints,FCFGenerationCapitalIntensity,FCFGenerationCapitalIntensityPoints,RegulatoryEnvironment,RegulatoryEnvironmentPoints,Cyclicality,CyclicalityPoints,MarketPosition,MarketPositionPoints,ESG,ESGPoints,QualityOfManagement,QualityOfManagementPoints,AccessToCapital,AccessToCapitalPoints,FundScore,FundPoints,EventRisk,EventRiskPoints,ExpectedIssuance,ExpectedIssuancePoints,RatingsOutlook,RatingsOutlookPoints,Volatility,VolatilityPoints,CreditRisk,CreditRiskPoints,SecondaryLiquidity,SecondaryLiquidityPoints,TechScore,TechPoints,SpreadPerUnitOfRisk,SpreadPerUnitOfRiskPoints,PercentileSpreadVsCorpIndex,PercentileSpreadVsCorpIndexPoints,SpreadToEvent,SpreadToEventPoints,RelativeToBroadSector,RelativeToBroadSectorPoints,RelativeToIndustry,RelativeToIndustryPoints,ValScore,ValPoints
CVS,CVS Health Corp,9/30/2015 23:01,9/11/2015 0:00,Consumer & Industrial,Retailers,Buy,Modest Overweight,64.05,7,0.7,2,0.2,5,0.5,8,0.8,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,24,60,6,1.5,10,1.5,5,0.75,8,1.2,10,1.5,6,0.9,22.05,73.5,6,1.5,4,1,8,2,,,6,1.5,18,60
CVS,CVS Health Corp,6/30/2015 23:01,5/5/2015 0:00,Consumer & Industrial,Retailers,Outperform,Neutral,52.2,6,0.6,5,0.5,5,0.5,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,7,0.7,8,0.8,24,60,4,1,4,0.6,5,0.75,7,1.05,9,1.35,6,0.9,16.95,56.5,4,1,2,0.5,6,1.5,,,3,0.75,11.25,37.5
CVS,CVS Health Corp,3/31/2015 23:00,2/10/2015 0:00,Consumer & Industrial,Retailers,Outperform,Neutral,52.8,6,0.6,5,0.5,5,0.5,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,7,0.7,8,0.8,24,60,5,1.25,4,0.6,5,0.75,4,0.6,10,1.5,6,0.9,16.8,56,4,1,2,0.5,6,1.5,,,4,1,12,40
CVS,CVS Health Corp,12/31/2014 23:01,11/4/2014 0:00,Consumer & Industrial,Retailers,Neutral,Modest Overweight,54.1,6,0.6,5,0.5,6,0.6,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,7,0.7,8,0.8,24.4,61,5,1.25,5,0.75,5,0.75,6,0.9,9,1.35,6,0.9,17.7,59,4,1,3,0.75,5,1.25,,,4,1,12,40
CVS,CVS Caremark,9/30/2014 23:01,8/6/2014 0:00,Consumer & Industrial,Retailers,Outperform,Modest Overweight,57.95,6,0.6,6,0.6,6,0.6,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,7,0.7,8,0.8,24.8,62,5,1.25,4,0.6,5,0.75,6,0.9,7,1.05,5,0.75,15.9,53,6,1.5,5,1.25,6,1.5,,,6,1.5,17.25,57.5
CVS,CVS Caremark,6/30/2014 23:01,5/5/2014 0:00,Consumer & Industrial,Retailers,Outperform,Modest Overweight,57.65,6,0.6,6,0.6,6,0.6,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,7,0.7,8,0.8,24.8,62,5,1.25,4,0.6,5,0.75,6,0.9,8,1.2,5,0.75,16.35,54.5,6,1.5,4,1,6,1.5,,,6,1.5,16.5,55
CVS,CVS Caremark,3/31/2014 23:01,2/11/2014 0:00,Consumer & Industrial,Retailers,Buy,Modest Overweight,55.7,6,0.6,6,0.6,6,0.6,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,7,0.7,8,0.8,24.8,62,5,0.75,4,0.6,5,0.75,3,0.75,8,1.2,5,0.75,14.4,48,6,1.5,4,1,6,1.5,,,6,1.5,16.5,55
CVS,CVS Caremark,12/31/2013 23:01,11/5/2013 0:00,Consumer & Industrial,Retailers,Outperform,Modest Overweight,58.75,5,0.5,6,0.6,7,0.7,7,0.7,6,0.6,6,0.6,7,0.7,5,0.5,7,0.7,8,0.8,25.6,64,5,0.75,4,0.6,5,0.75,6,1.5,8,1.2,5,0.75,16.65,55.5,4,1,5,1.25,6,1.5,,,7,1.75,16.5,55
CVS,CVS Caremark,10/1/2013 9:21,8/6/2013 0:00,Consumer & Industrial,Retailers,Buy,Modest Overweight,54.7,5,0.5,6,0.6,7,0.7,7,0.7,6,0.6,6,0.6,7,0.7,5,0.5,7,0.7,8,0.8,25.6,64,5,0.75,4,0.6,6,0.9,4,1,8,1.2,5,0.75,15.6,52,4,1,3,0.75,6,1.5,,,5,1.25,13.5,45
CVS,CVS Caremark,6/30/2013 23:01,5/2/2013 0:00,Consumer & Industrial,Retailers,Buy,Modest Overweight,56.5,5,0.5,6,0.6,6,0.6,7,0.7,6,0.6,6,0.6,7,0.7,5,0.5,7,0.7,8,0.8,25.2,63,5,0.75,4,0.6,6,0.9,4,1,8,1.2,5,0.75,20.8,52,6,1.5,4,1,6,1.5,,,5,1.25,10.5,52.5
CVS,CVS Caremark,3/31/2013 23:01,8/15/2012 0:00,Consumer & Industrial,Retailers,Overweight,Modest Overweight,59.65,8,0.8,6,0.6,5,0.5,7,0.7,6,0.6,6,0.6,7,0.7,4,0.4,7,0.7,8,0.8,25.6,64,7,1.05,4,0.6,5,0.75,7,1.75,8,1.2,5,0.75,18.3,61,6,1.5,4,1,6,1.5,,,5,1.25,15.75,52.5
CVS,CVS Caremark,12/31/2012 23:00,8/15/2012 0:00,Consumer & Industrial,Retailers,Overweight,Modest Overweight,59.65,8,0.8,6,0.6,5,0.5,7,0.7,6,0.6,6,0.6,7,0.7,4,0.4,7,0.7,8,0.8,25.6,64,7,1.05,4,0.6,5,0.75,7,1.75,8,1.2,5,0.75,18.3,61,6,1.5,4,1,6,1.5,,,5,1.25,15.75,52.5
CVS,CVS Caremark,9/30/2012 23:00,8/15/2012 0:00,Consumer & Industrial,Retailers,Overweight,Modest Overweight,59.65,8,0.8,6,0.6,5,0.5,7,0.7,6,0.6,6,0.6,7,0.7,4,0.4,7,0.7,8,0.8,25.6,64,7,1.05,4,0.6,5,0.75,7,1.75,8,1.2,5,0.75,18.3,61,6,1.5,4,1,6,1.5,,,5,1.25,15.75,52.5
CVS,CVS Caremark,6/30/2012 23:00,5/4/2012 0:00,Consumer & Industrial,Retailers,Overweight,Modest Overweight,55.6,8,0.8,6,0.6,5,0.5,7,0.7,6,0.6,6,0.6,7,0.7,4,0.4,7,0.7,8,0.8,25.6,64,7,1.05,5,0.75,5,0.75,1,0.25,8,1.2,5,0.75,19,47.5,4,1,5,1.25,7,1.75,,,6,1.5,11,55
DGELN,Diageo PLC,3/31/2018 23:00,9/6/2017 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,50.95,6,0.6,6,0.6,5,0.5,7,0.7,5,0.5,7,0.7,8,0.8,10,1,7,0.7,9,0.9,28,70,4,1,4,0.6,5,0.75,5,0.75,9,1.35,4,0.6,15.15,50.5,5,1,2,0.4,2,0.8,2,0.2,2,0.2,7.8,26
DGELN,Diageo PLC,12/31/2017 23:00,9/6/2017 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,50.95,6,0.6,6,0.6,5,0.5,7,0.7,5,0.5,7,0.7,8,0.8,10,1,7,0.7,9,0.9,28,70,4,1,4,0.6,5,0.75,5,0.75,9,1.35,4,0.6,15.15,50.5,5,1,2,0.4,2,0.8,2,0.2,2,0.2,7.8,26
DGELN,Diageo PLC,9/30/2017 23:00,9/6/2017 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,50.95,6,0.6,6,0.6,5,0.5,7,0.7,5,0.5,7,0.7,8,0.8,10,1,7,0.7,9,0.9,28,70,4,1,4,0.6,5,0.75,5,0.75,9,1.35,4,0.6,15.15,50.5,5,1,2,0.4,2,0.8,2,0.2,2,0.2,7.8,26
DGELN,Diageo PLC,6/30/2017 23:00,8/30/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,48.8,6,0.6,4,0.4,5,0.5,6,0.6,5,0.5,7,0.7,8,0.8,6,0.6,7,0.7,8,0.8,24.8,62,4,1,4,0.6,5,0.75,4,0.6,9,1.35,4,0.6,14.7,49,8,1.6,2,0.4,2,0.8,,0,3,0.3,9.3,31
DGELN,Diageo PLC,4/3/2017 7:46,8/30/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,51.9,6,0.6,4,0.4,5,0.5,6,0.6,5,0.5,7,0.7,8,0.8,6,0.6,7,0.7,8,0.8,31,62,4,1,4,0.6,5,0.75,4,0.6,9,1.35,4,0.6,14.7,49,8,1.6,2,0.4,2,0.8,,0,3,0.3,6.2,31
DGELN,Diageo PLC,12/31/2016 23:00,8/30/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,49.7,6,0.6,4,0.4,5,0.5,6,0.6,5,0.5,7,0.7,8,0.8,6,0.6,7,0.7,8,0.8,24.8,62,4,1,4,0.6,5,0.75,4,0.6,9,1.35,4,0.6,14.7,49,8,1.6,2,0.4,2,0.8,,,3,0.6,10.2,34
DGELN,Diageo PLC,9/30/2016 23:00,8/30/2016 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,52.5,6,0.6,4,0.4,5,0.5,6,0.6,5,0.5,7,0.7,8,0.8,6,0.6,7,0.7,8,0.8,31,62,4,1,4,0.6,5,0.75,4,0.6,9,1.35,4,0.6,14.7,49,8,1.6,2,0.4,2,0.8,,,3,0.6,6.8,34
DGELN,Diageo PLC,6/30/2016 23:01,9/22/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,48,5,0.5,6,0.6,6,0.6,6,0.6,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,30.5,61,4,1,4,0.6,4,0.6,4,0.6,4,0.6,4,0.6,12,40,3,0.75,2,0.5,2,0.5,,,4,1,5.5,27.5
DGELN,Diageo PLC,3/31/2016 23:01,9/22/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,48,5,0.5,6,0.6,6,0.6,6,0.6,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,30.5,61,4,1,4,0.6,4,0.6,4,0.6,4,0.6,4,0.6,12,40,3,0.75,2,0.5,2,0.5,,,4,1,5.5,27.5
DGELN,Diageo PLC,12/31/2015 23:01,9/22/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,48,5,0.5,6,0.6,6,0.6,6,0.6,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,30.5,61,4,1,4,0.6,4,0.6,4,0.6,4,0.6,4,0.6,12,40,3,0.75,2,0.5,2,0.5,,,4,1,5.5,27.5
DGELN,Diageo PLC,9/30/2015 23:00,9/22/2015 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,44.65,5,0.5,6,0.6,6,0.6,6,0.6,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,24.4,61,4,1,4,0.6,4,0.6,4,0.6,4,0.6,4,0.6,12,40,3,0.75,2,0.5,2,0.5,,,4,1,8.25,27.5
DGELN,Diageo PLC,6/30/2015 23:01,8/22/2014 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,47.5,5,0.5,7,0.7,5,0.5,6,0.6,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,24.4,61,4,1,4,0.6,5,0.75,3,0.45,7,1.05,4,0.6,13.35,44.5,6,1.5,2,0.5,2,0.5,,,3,0.75,9.75,32.5
DGELN,Diageo PLC,3/31/2015 23:00,8/22/2014 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,47.5,5,0.5,7,0.7,5,0.5,6,0.6,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,24.4,61,4,1,4,0.6,5,0.75,3,0.45,7,1.05,4,0.6,13.35,44.5,6,1.5,2,0.5,2,0.5,,,3,0.75,9.75,32.5
DGELN,Diageo PLC,12/31/2014 23:01,8/22/2014 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,47.5,5,0.5,7,0.7,5,0.5,6,0.6,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,24.4,61,4,1,4,0.6,5,0.75,3,0.45,7,1.05,4,0.6,13.35,44.5,6,1.5,2,0.5,2,0.5,,,3,0.75,9.75,32.5
DGELN,Diageo PLC,9/30/2014 23:00,8/22/2014 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,47.5,5,0.5,7,0.7,5,0.5,6,0.6,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,24.4,61,4,1,4,0.6,5,0.75,3,0.45,7,1.05,4,0.6,13.35,44.5,6,1.5,2,0.5,2,0.5,,,3,0.75,9.75,32.5
DGELN,Diageo PLC,6/30/2014 23:00,3/13/2014 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,49.3,4,0.4,7,0.7,5,0.5,7,0.7,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,24.4,61,4,1,7,1.05,5,0.75,3,0.45,8,1.2,4,0.6,15.15,50.5,6,1.5,2,0.5,2,0.5,,,3,0.75,9.75,32.5
DGELN,Diageo PLC,3/31/2014 23:00,3/13/2014 0:00,Consumer & Industrial,Food and Beverage,Underperform,Neutral,49,4,0.4,7,0.7,5,0.5,7,0.7,4,0.4,6,0.6,8,0.8,5,0.5,7,0.7,8,0.8,24.4,61,4,0.6,7,1.05,5,0.75,3,0.75,8,1.2,4,0.6,14.85,49.5,6,1.5,2,0.5,2,0.5,,,3,0.75,9.75,32.5
DPS,Dr Pepper Snapple Group Inc,3/31/2018 23:00,8/30/2017 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,54.45,5,0.5,5,0.5,5,0.5,5,0.5,4,0.4,7,0.7,5,0.5,5,0.5,7,0.7,6,0.6,21.6,54,6,1.5,8,1.2,5,0.75,7,1.05,4,0.6,3,0.45,16.65,55.5,5,1,5,1,5,2,7,0.7,7,0.7,16.2,54
DPS,Dr Pepper Snapple Group Inc,12/31/2017 23:00,8/30/2017 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,54.45,5,0.5,5,0.5,5,0.5,5,0.5,4,0.4,7,0.7,5,0.5,5,0.5,7,0.7,6,0.6,21.6,54,6,1.5,8,1.2,5,0.75,7,1.05,4,0.6,3,0.45,16.65,55.5,5,1,5,1,5,2,7,0.7,7,0.7,16.2,54
DPS,Dr Pepper Snapple Group Inc,9/30/2017 23:00,8/30/2017 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,54.45,5,0.5,5,0.5,5,0.5,5,0.5,4,0.4,7,0.7,5,0.5,5,0.5,7,0.7,6,0.6,21.6,54,6,1.5,8,1.2,5,0.75,7,1.05,4,0.6,3,0.45,16.65,55.5,5,1,5,1,5,2,7,0.7,7,0.7,16.2,54
DPS,Dr Pepper Snapple Group Inc,6/30/2017 23:00,5/15/2017 0:00,Consumer & Industrial,Food and Beverage,Neutral,Modest Overweight,57.4,5,0.5,5,0.5,5,0.5,6,0.6,4,0.4,7,0.7,5,0.5,5,0.5,7,0.7,6,0.6,22,55,6,1.5,8,1.2,5,0.75,9,1.35,9,1.35,3,0.45,19.8,66,7,1.4,3,0.6,5,2,7,0.7,5,0.5,15.6,52
DPS,Dr Pepper Snapple Group Inc,4/3/2017 7:46,2/15/2017 0:00,Consumer & Industrial,Food and Beverage,Outperform,Modest Overweight,56.3,5,0.5,5,0.5,5,0.5,6,0.6,5,0.5,7,0.7,5,0.5,5,0.5,7,0.7,6,0.6,28,56,6,1.5,8,1.2,5,0.75,10,1.5,5,0.75,4,0.6,18.9,63,6,1.2,3,0.6,6,2.4,7,0.7,5,0.5,9.4,47
DPS,Dr Pepper Snapple Group Inc,12/31/2016 23:00,12/29/2016 0:00,Consumer & Industrial,Food and Beverage,Outperform,Modest Overweight,57.35,5,0.5,4,0.4,5,0.5,6,0.6,5,0.5,7,0.7,5,0.5,6,0.6,7,0.7,6,0.6,22.4,56,6,1.5,8,1.2,5,0.75,4,0.6,8,1.2,4,0.6,17.55,58.5,10,2,3,0.6,6,2.4,,,4,0.8,17.4,58
DT,Deutsche Telekom AG,3/31/2018 23:00,3/29/2018 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,47.85,5,0.5,5,0.5,5,0.5,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,7,0.7,22.8,57,5,1.25,5,0.75,5,0.75,2,0.3,2,0.3,4,0.6,11.85,39.5,7,1.4,9,1.8,1,0.4,3,0.3,5,0.5,13.2,44
DT,Deutsche Telekom AG,12/31/2017 23:00,3/29/2017 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53.2,6,0.6,5,0.5,5,0.5,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,7,0.7,23.2,58,5,1.25,5,0.75,5,0.75,7,1.05,8,1.2,4,0.6,16.8,56,6,1.2,8,1.6,1,0.4,8,0.8,4,0.4,13.2,44
DT,Deutsche Telekom AG,9/30/2017 23:00,3/29/2017 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53.2,6,0.6,5,0.5,5,0.5,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,7,0.7,23.2,58,5,1.25,5,0.75,5,0.75,7,1.05,8,1.2,4,0.6,16.8,56,6,1.2,8,1.6,1,0.4,8,0.8,4,0.4,13.2,44
DT,Deutsche Telekom AG,6/30/2017 23:00,3/29/2017 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53.2,6,0.6,5,0.5,5,0.5,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,7,0.7,23.2,58,5,1.25,5,0.75,5,0.75,7,1.05,8,1.2,4,0.6,16.8,56,6,1.2,8,1.6,1,0.4,8,0.8,4,0.4,13.2,44
DT,Deutsche Telekom AG,4/3/2017 7:46,3/29/2017 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53,6,0.6,5,0.5,5,0.5,7,0.7,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,7,0.7,29,58,5,1.25,5,0.75,5,0.75,7,1.05,8,1.2,4,0.6,16.8,56,6,1.2,8,1.6,1,0.4,8,0.8,4,0.4,7.2,36
DT,Deutsche Telekom AG,12/31/2016 23:00,3/25/2016 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,52.2,6,0.6,4,0.4,6,0.6,5,0.5,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,8,0.8,22.8,57,6,1.5,4,0.6,4,0.6,6,0.9,8,1.2,4,0.6,16.2,54,4,0.8,7,1.4,3,1.2,,,5,1,13.2,44
DT,Deutsche Telekom AG,9/30/2016 23:01,3/25/2016 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53.5,6,0.6,4,0.4,6,0.6,5,0.5,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,8,0.8,28.5,57,6,1.5,4,0.6,4,0.6,6,0.9,8,1.2,4,0.6,16.2,54,4,0.8,7,1.4,3,1.2,,,5,1,8.8,44
DT,Deutsche Telekom AG,6/30/2016 23:01,3/25/2016 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,54.2,6,0.6,4,0.4,6,0.6,5,0.5,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,8,0.8,28.5,57,6,1.5,4,0.6,4,0.6,6,0.9,8,1.2,4,0.6,16.2,54,4,1,7,1.75,3,0.75,,,5,1.25,9.5,47.5
DT,Deutsche Telekom AG,3/31/2016 23:01,3/25/2016 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,54.2,6,0.6,4,0.4,6,0.6,5,0.5,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,8,0.8,28.5,57,6,1.5,4,0.6,4,0.6,6,0.9,8,1.2,4,0.6,16.2,54,4,1,7,1.75,3,0.75,,,5,1.25,9.5,47.5
DT,Deutsche Telekom AG,12/31/2015 23:01,6/9/2015 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53.7,6,0.6,5,0.5,4,0.4,5,0.5,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,8,0.8,28,56,6,1.5,7,1.05,5,0.75,3,0.45,6,0.9,5,0.75,16.2,54,2,0.5,7,1.75,5,1.25,,,5,1.25,9.5,47.5
DT,Deutsche Telekom AG,9/30/2015 23:01,6/9/2015 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,52.85,6,0.6,5,0.5,4,0.4,5,0.5,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,8,0.8,22.4,56,6,1.5,7,1.05,5,0.75,3,0.45,6,0.9,5,0.75,16.2,54,2,0.5,7,1.75,5,1.25,,,5,1.25,14.25,47.5
DT,Deutsche Telekom AG,6/30/2015 23:01,6/9/2015 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,52.85,6,0.6,5,0.5,4,0.4,5,0.5,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,8,0.8,22.4,56,6,1.5,7,1.05,5,0.75,3,0.45,6,0.9,5,0.75,16.2,54,2,0.5,7,1.75,5,1.25,,,5,1.25,14.25,47.5
DT,Deutsche Telekom AG,3/31/2015 23:01,3/2/2015 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,52.85,6,0.6,5,0.5,4,0.4,5,0.5,4,0.4,6,0.6,7,0.7,5,0.5,6,0.6,8,0.8,22.4,56,6,1.5,7,1.05,5,0.75,3,0.45,6,0.9,5,0.75,16.2,54,2,0.5,7,1.75,5,1.25,,,5,1.25,14.25,47.5
DT,Deutsche Telekom AG,12/31/2014 23:01,5/8/2014 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53.1,4,0.4,6,0.6,5,0.5,4,0.4,4,0.4,6,0.6,6,0.6,5,0.5,6,0.6,8,0.8,21.6,54,7,1.75,6,0.9,5,0.75,3,0.45,6,0.9,5,0.75,16.5,55,6,1.5,6,1.5,3,0.75,,,5,1.25,15,50
DT,Deutsche Telekom AG,9/30/2014 23:01,5/8/2014 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53.1,4,0.4,6,0.6,5,0.5,4,0.4,4,0.4,6,0.6,6,0.6,5,0.5,6,0.6,8,0.8,21.6,54,7,1.75,6,0.9,5,0.75,3,0.45,6,0.9,5,0.75,16.5,55,6,1.5,6,1.5,3,0.75,,,5,1.25,15,50
DT,Deutsche Telekom AG,6/30/2014 23:01,5/8/2014 0:00,Consumer & Industrial,Wirelines,Underperform,Neutral,53.1,4,0.4,6,0.6,5,0.5,4,0.4,4,0.4,6,0.6,6,0.6,5,0.5,6,0.6,8,0.8,21.6,54,7,1.75,6,0.9,5,0.75,3,0.45,6,0.9,5,0.75,16.5,55,6,1.5,6,1.5,3,0.75,,,5,1.25,15,50
DT,Deutsche Telekom AG,3/31/2014 23:01,3/20/2014 0:00,Consumer & Industrial,Wirelines,Underperform,Modest Overweight,54.8,4,0.4,6,0.6,5,0.5,6,0.6,4,0.4,6,0.6,6,0.6,5,0.5,6,0.6,8,0.8,22.4,56,6,0.9,6,0.9,5,0.75,7,1.75,5,0.75,5,0.75,17.4,58,6,1.5,6,1.5,3,0.75,,,5,1.25,15,50
DTV,DirecTV,6/30/2016 23:01,10/23/2015 0:00,Consumer & Industrial,Wirelines,Neutral,Modest Overweight,55.85,6,0.6,5,0.5,4,0.4,5,0.5,5,0.5,5,0.5,6,0.6,4,0.4,6,0.6,7,0.7,26.5,53,4,1,6,0.9,5,0.75,7,1.05,9,1.35,6,0.9,17.85,59.5,9,2.25,7,1.75,2,0.5,,,5,1.25,11.5,57.5
DTV,DirecTV,3/31/2016 23:01,10/23/2015 0:00,Consumer & Industrial,Wirelines,Neutral,Modest Overweight,55.85,6,0.6,5,0.5,4,0.4,5,0.5,5,0.5,5,0.5,6,0.6,4,0.4,6,0.6,7,0.7,26.5,53,4,1,6,0.9,5,0.75,7,1.05,9,1.35,6,0.9,17.85,59.5,9,2.25,7,1.75,2,0.5,,,5,1.25,11.5,57.5
DTV,DirecTV,12/31/2015 23:01,10/23/2015 0:00,Consumer & Industrial,Wirelines,Outperform,Modest Overweight,58.85,6,0.6,5,0.5,4,0.4,5,0.5,5,0.5,6,0.6,6,0.6,4,0.4,6,0.6,7,0.7,27,54,6,1.5,7,1.05,5,0.75,8,1.2,7,1.05,6,0.9,19.35,64.5,8,2,7,1.75,6,1.5,,,4,1,12.5,62.5
HD,Home Depot Inc,3/31/2018 23:00,2/21/2018 0:00,Consumer & Industrial,Retailers,Underperform,Neutral,49.55,7,0.7,6,0.6,5,0.5,10,1,5,0.5,6,0.6,8,0.8,5,0.5,8,0.8,8,0.8,27.2,68,5,1.25,4,0.6,5,0.75,2,0.3,8,1.2,5,0.75,14.55,48.5,2,0.4,2,0.4,2,0.8,5,0.5,5,0.5,7.8,26
HD,Home Depot Inc,12/31/2017 23:00,11/15/2017 0:00,Consumer & Industrial,Retailers,Neutral,Modest Overweight,59.7,6,0.6,6,0.6,5,0.5,10,1,4,0.4,6,0.6,8,0.8,5,0.5,8,0.8,8,0.8,26.4,66,5,1.25,9,1.35,5,0.75,7,1.05,9,1.35,5,0.75,19.5,65,3,0.6,2,0.4,5,2,8,0.8,8,0.8,13.8,46
HD,Home Depot Inc,9/30/2017 23:00,8/23/2017 0:00,Consumer & Industrial,Retailers,Neutral,Neutral,53.5,7,0.7,6,0.6,5,0.5,10,1,4,0.4,6,0.6,8,0.8,5,0.5,8,0.8,8,0.8,26.8,67,5,1.25,4,0.6,5,0.75,4,0.6,1,0.15,5,0.75,12.3,41,3,0.6,2,0.4,5,2,10,1,8,0.8,14.4,48
HD,Home Depot Inc,6/30/2017 23:00,5/25/2017 0:00,Consumer & Industrial,Retailers,Neutral,Modest Overweight,56.2,6,0.6,6,0.6,5,0.5,10,1,4,0.4,6,0.6,8,0.8,3,0.3,8,0.8,8,0.8,25.6,64,5,1.25,4,0.6,5,0.75,5,0.75,8,1.2,5,0.75,15.9,53,6,1.2,2,0.4,5,2,8,0.8,5,0.5,14.7,49
HD,Home Depot Inc,4/3/2017 7:46,2/22/2017 0:00,Consumer & Industrial,Retailers,Underperform,Modest Overweight,57.75,6,0.6,6,0.6,5,0.5,9,0.9,4,0.4,6,0.6,8,0.8,3,0.3,8,0.8,8,0.8,31.5,63,5,1.25,4,0.6,5,0.75,10,1.5,10,1.5,5,0.75,19.05,63.5,7,1.4,2,0.4,4,1.6,6,0.6,2,0.2,7.2,36
HD,Home Depot Inc,12/31/2016 23:00,11/16/2016 0:00,Consumer & Industrial,Retailers,Underperform,Modest Overweight,55,6,0.6,7,0.7,5,0.5,9,0.9,5,0.5,6,0.6,9,0.9,6,0.6,8,0.8,9,0.9,28,70,5,1.25,4,0.6,5,0.75,1,0.15,10,1.5,5,0.75,15,50,7,1.4,2,0.4,4,1.6,,,3,0.6,12,40
HD,Home Depot Inc,9/30/2016 23:01,8/17/2016 0:00,Consumer & Industrial,Retailers,Neutral,Modest Overweight,60.7,7,0.7,7,0.7,6,0.6,9,0.9,5,0.5,6,0.6,9,0.9,6,0.6,8,0.8,9,0.9,36,72,5,1.25,4,0.6,5,0.75,3,0.45,10,1.5,5,0.75,15.9,53,7,1.4,2,0.4,5,2,,,3,0.6,8.8,44
