,12/31/2009,1/29/2010,2/26/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/30/2010,8/31/2010,9/30/2010,10/29/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/29/2011,5/31/2011,6/30/2011,7/29/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/30/2011,1/31/2012,2/29/2012,3/30/2012,4/30/2012,5/31/2012,6/29/2012,7/31/2012,8/31/2012,9/28/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/29/2013,4/30/2013,5/31/2013,6/28/2013,7/31/2013,8/30/2013,9/30/2013,10/31/2013,11/29/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/30/2014,6/30/2014,7/31/2014,8/29/2014,9/30/2014,10/31/2014,11/28/2014,12/31/2014,1/30/2015,2/27/2015,3/31/2015,4/30/2015,5/29/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/30/2015,11/30/2015,12/31/2015,1/29/2016,2/29/2016,3/31/2016,4/29/2016,5/31/2016,6/30/2016,7/29/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/30/2016,1/31/2017,2/28/2017,3/31/2017,4/28/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/29/2017,10/31/2017,11/30/2017,12/29/2017,1/31/2018,2/28/2018,3/30/2018,4/30/2018,5/31/2018
AIFP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8325999,135.2391676,103.8442537,106.7830751,78.7709437,75.29392171,82.51339741,76.51902113,71.0144956,66.29635433,77.29668111,74.00018361,69.87604315,69.71234204,67.81919803,72.40378588,66.95704349,54.77817234,39.19378929,59.35059738,52.01709747,52.4742012,70.13270569,71.24559784,70.47949982
AKZANA,229.9087982,203.4216919,207.2832031,173.9068909,128.216095,155.425293,149.9043884,144.1877899,148.5695953,134.4053955,131.5050964,143.7485046,125.6167984,128.0944061,124.1057968,128.5169983,108.4545975,127.0438995,143.6699982,148.0074005,197.3083954,233.2243042,198.0782928,213.8266144,214.6040039,186.4228973,137.3719025,153.1166992,138.0259094,150.3386078,138.5299988,110.5848999,104.766098,86.17299652,89.34519958,95.42779541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,227.4760895,173.7961121,180.0129089,158.0737,148.0603027,164.2073975,138.8383026,148.9514008,158.0054016,161.467804,165.3548889,171.7731018,156.150918,152.5569247,154.3544422,152.339915,140.682947,145.0482904,149.8739419,147.1577497,169.6361425,188.130032,173.3327637,206.0736175,202.9623517,200.6459802,184.4179946,185.4893304,187.0104049,167.8042989,168.0979174,155.0399107,139.9650754,140.129087,126.4415093,138.0907035,140.6056883,141.0192692,143.1573786,143.5145954,143.1223945,142.0304352,141.5127759,141.7888843,143.3476577,143.72035,126.6297298,126.5984666,130.674055,118.1118276,171.7675018,169.1013031,143.6779938,128.0148926,128.8128967,114.6401062,119.4504013,119.665802,131.0058899,170.1208964,178.8154851,185.1786402,169.9004616,173.3857942,167.8570555,166.8807769,168.6745836,167.766274,118.9749649,60.15726913,214.3222091,221.0778359,230.9141143,273.2223397,276.8531246,248.9814801,233.6572791,223.9152706,227.7339797,184.1490908,167.7176636,157.3116741,156.6052478,142.8568059,137.9499972,166.4189202,154.0995357,153.0314826,153.7937259,144.8349601,137.5110503,134.9367313,136.7944826,130.9628151,119.4745826,123.8971617,120.4857808,113.1669506,113.3745686,141.9866873,143.5324653,150.7137924
ALLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.7784281,136.6897519,151.016883,131.1377744,106.1990697,108.3738243,111.8504323,99.03787275,105.8534882,119.5687367,125.1606285,135.5800863
ALLINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.5270996,184.5776978,170.2293091,170.6213989,172.0579987,172.138092,166.4335938,151.566391,132.5605011,143.6748962,142.248703,139.4654999,140.1201935,129.6284027,134.7085876,143.0209045,137.8227997,145.4237061,,,,,,,,,,,,,,,
ALLTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.4468079,,,,,,,,,,,,,,,,,
ALTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.78720093,96.26049805,98.43000031,95.09950256,91.96399689,53.16789627,53.49270248,62.83839798,62.97600174,61.02759933,67.14579773,68.57150269,81.84200287,109.3368073,108.9720001,104.4901047,109.0069046,135.400251,135.3674138,123.5681812,110.3039848,106.2133577,89.5655029,87.45959476,89.35178018,92.47038144,80.97464091,87.32200739,87.76198073,94.63553645,101.9121776,95.88738709,101.2334743,90.17127666,87.62881155,94.52496852,98.49753804,101.8970375,104.7730192,105.2066957,109.2362886,102.2296585,96.64590602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,,,,,,,,,,,,,,,,,,,119.5112474,108.7102664,166.5987283,200.8146134,134.5520352,185.3134414,184.3389842,164.6938601,137.9620378,129.7753307,142.4510109,156.1891314,152.2275071,148.2238935,142.6036412,137.0361933,108.8871808,133.5802448,130.8161292,134.3962756,132.7667221,135.1656761,135.9972669,134.4295432,147.0170629,142.9151161,144.7154621,145.4344194,141.6825166,138.9917658,127.7697282,126.7839843,122.3217811,99.69473483,94.3575192,97.12381145,98.79901649,95.11012728,98.83695891,108.2732802,110.7686896,113.6311152,121.1286466,138.5721846,136.8344619,134.2555307,128.7377362,127.410041,153.1112127,160.7731726,181.0091227,175.8944205,171.393679,165.6859302,161.2262648,174.3756864,172.1491018,147.3758424,136.8967506,141.4183105,140.7132652,138.1757554,127.1969438,123.8591341,113.1642934,109.9430213,103.2047831,100.9537157,94.52099518,99.25845876,97.62030866,93.41908549,89.98137651,82.45464349,93.72405929,83.56486416,73.84435786,75.95097361,72.32035056,67.5393215,72.94167946,81.98135866,82.39230718,90.23056458
AMBEV,,,184.2441592,117.3830359,134.0973866,175.597436,160.90632,170.5930676,146.0097816,156.437954,152.766421,138.2686267,194.8925018,191.3329926,173.993103,157.3793945,144.6676025,145.104599,149.0704041,158.6137085,153.1983032,215.4829102,242.6698914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMGN,99.40443817,108.1052829,108.7753606,93.29738854,91.94603926,106.6495629,101.518568,100.5764527,107.7123958,107.9813943,111.4294827,107.4272297,96.09208933,94.85394017,93.14089967,103.3629765,104.4952251,113.0001802,116.1506016,103.1713873,140.9619089,139.5263452,122.3838378,217.9143685,204.2604013,181.8073879,154.1754226,151.2056669,154.3269285,193.4208683,186.349008,159.8386798,163.1022389,143.3328855,120.2178808,131.4593789,124.6729215,118.8669877,124.0393759,129.3416316,122.412967,122.6897971,137.8934139,131.5796244,135.927292,135.2897788,123.4739206,127.3831575,108.1635076,108.8021192,104.7496568,103.8828027,101.0806447,102.3821496,102.2720696,101.1579043,103.3288984,118.1302984,127.1217025,132.0350404,131.4403367,131.7840861,119.1963405,124.6565124,127.3564663,132.4398343,142.508067,148.9505017,161.742669,162.7827956,146.9131197,148.8361176,149.4752144,163.8849028,174.2908286,134.7053323,124.895636,142.4384181,151.2235926,136.787747,134.3262247,139.1308366,137.5854311,132.4250819,128.847924,128.7730559,118.3129831,117.849383,116.9143738,108.4880409,102.8036128,88.26437035,103.7161621,90.91402737,89.44006421,91.10867699,82.81686938,78.70960616,94.38802574,105.572281,103.0718044,113.5917729
AMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.1905975,165.4799042,,
AMR,,,,,,,,,,,,,,277.8364318,283.6598245,345.6275008,370.2657385,391.5877019,385.3960856,444.1915961,627.8452123,699.5939183,646.3783261,764.758726,650.2215389,608.8293211,584.414662,544.6236887,573.2402896,587.9020136,576.3979258,599.5685542,576.3602728,557.4457862,581.0419542,625.7127008,616.5620017,577.9059662,564.8300736,478.760415,484.9014167,441.8491004,428.4621663,374.7987144,385.684295,299.0753707,251.8600447,211.7005977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMT,169.5776754,183.0919683,177.9169769,164.769685,160.2201031,222.4616092,239.4611626,208.9015827,233.9612132,225.9830416,209.7074786,216.787503,208.9375416,202.9771326,199.7874707,203.4762262,210.5810593,219.9671064,236.1062871,210.6216724,243.442826,305.9859709,256.5881497,326.7126816,323.35857,319.1366171,276.6897343,256.5983732,265.7587341,281.0691006,264.503573,261.7877297,230.6631469,197.2244006,183.6296534,199.7086858,191.6346618,179.8411994,185.4524247,182.8998283,177.0315773,174.8135935,192.6009197,216.7114978,210.9263313,237.5848694,204.7648191,193.756393,165.1796831,142.8067234,142.0281858,135.5232245,131.9178976,126.2027964,127.3588273,114.4084482,128.6901543,152.1235748,162.6477949,168.1358965,169.6626909,170.2268912,162.2812867,156.9842001,155.5260457,167.5549139,179.4705157,177.8883742,186.2086581,185.6812561,186.1619379,157.8854817,163.9074182,191.5103885,207.4418056,171.5527185,144.7863519,147.5273429,148.742188,124.0320071,122.5223396,126.2031636,126.5667191,132.6265936,133.8073504,132.4976257,130.0254772,126.5063992,118.1971771,108.5634881,106.5099808,97.1724549,100.3136672,94.5115418,86.89048427,88.67272002,89.07827991,86.37842061,95.02967082,114.8033157,110.9097945,117.8745687
AMXLMM,151.9438466,163.4814964,166.9456784,141.5313952,137.3896942,174.5640793,171.9074282,149.6677815,169.1177042,160.4907085,144.4679347,144.3927578,133.2121739,135.3186142,133.3821812,128.3341949,131.3589123,134.8578206,137.8639904,135.1323334,176.3955906,239.7133662,160.3275122,206.9747545,190.7476131,172.5096068,147.8607287,152.4284545,154.1142864,194.3136185,167.4041881,146.6990966,144.3523853,131.1928711,115.6359576,124.439678,121.2042807,122.7334159,138.6086598,162.16997,146.1932969,163.9142709,172.9485723,165.6478052,179.2652273,174.6356073,161.6521578,154.1726501,139.4113028,158.0030124,140.1479149,135.3318178,123.941128,121.9103928,120.2379452,117.2297322,122.3370324,133.1747155,130.9829907,131.5526668,143.1409947,155.3280225,125.1955707,135.0985293,127.5977354,132.9199783,139.4795908,148.3750838,163.0172683,199.2561445,178.5562876,174.0799946,180.1628201,204.6198647,209.285846,174.2560575,162.1168297,171.6298499,181.1858947,157.237665,156.6356074,172.9005676,158.6214192,176.034981,163.7104708,169.0572786,154.0317112,144.4350801,140.562055,132.5572898,126.3793599,110.4609903,117.5051809,116.1344238,113.4174873,109.9782026,107.2498787,103.0813977,111.5865253,128.4167211,124.0855113,129.5980802
AMZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.87867183,69.13917019,70.89744089,69.8759343,74.66929772,78.76655538,73.36299922,89.78046644,70.52482978,74.04319601,76.05165955,74.64681259,71.87747311,58.43238505,61.1796821,59.95386614,49.67267402,50.57418853,54.63015205,56.69266545,55.49207142,58.99741821,64.98487778,81.05521906,86.9601378,132.6748793,135.8530601,119.798389,122.9636957,118.1434027,127.6947221,140.0928975,143.7297566,147.4062847,140.5019804,116.7805244,107.8386133,110.6124127,131.4377648,122.9209537,99.19722525,82.63442666,84.90334924,93.46910318,89.33275061,82.39414776,88.24732377,86.9166126,90.46781787,81.87393569,79.42813997,73.72196811,78.52132117,78.53045772,74.59247222,68.92233633,67.24151388,88.18812091,81.45739288,74.15663263,74.91170665,68.38571455,66.74740568,73.03388977,84.63381776,76.50488298,78.62388452
AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9237221,134.3815512,144.4356293,132.3294699,167.5199316,173.7377487,180.7810995,178.6052781,166.950493,172.6726877,165.106055,164.3763162,184.0289585,163.005234,166.9228686,174.1471543,172.2471248,175.7297068,178.0721497,213.0019986,217.6089839,219.5160797,202.2414415,203.3286609,205.1401399,184.8128262,171.1824124,166.4704712,162.850499,165.8339629,159.5412149,148.2304082,135.9336225,136.5066628,144.3821654,140.7670497,131.672249,119.8257297,121.5588238,115.8113322,106.9563349,118.2865701,118.3252426,112.9157819,117.9865225,131.8684284,132.2826602,138.9129448
ANDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.725538,138.7350994,137.1458864,144.3659776,96.59819785,114.8320204,139.3411992,146.1869346,122.428763,129.8237205
ANDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0096361,165.7128815,156.4328677,130.2044797,152.5843692,172.0826592,148.3046329,152.9375913
ANGSJ,,,,,161.6506256,220.5626095,228.4925589,213.5554638,248.209425,238.3515548,220.7266343,218.8158226,173.2080573,184.1849285,194.8908292,197.3429389,194.8320585,255.2361075,271.7333496,279.4599481,346.6373265,406.1579721,379.2374096,416.125425,396.0631289,368.0374146,354.2185029,343.5350271,336.8210517,376.6268776,375.0548717,358.0036495,359.6357199,335.9789488,350.7124426,396.0616608,361.6666501,319.62807,332.0436062,331.1814466,363.8583468,341.8699809,493.9939008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APA,94.39208233,101.1169478,104.5895764,86.13828123,81.87993305,111.1651172,115.1520201,126.0689641,133.9265195,130.7786103,121.2103159,113.582983,95.35569923,102.0754703,103.770317,103.8931066,94.33976987,97.56630068,99.30853325,88.74914665,110.712681,131.7651287,93.65861438,123.9708626,115.3997739,112.2848544,99.21462447,111.2554385,119.5890868,146.6708425,136.6301829,118.3169336,119.653456,112.9518693,89.52265068,127.6677852,124.2419567,132.3575691,136.1916044,137.4768948,137.2851382,133.144818,141.5258089,127.654959,138.3718396,138.4246765,125.313725,109.8852335,106.1084942,113.0216912,106.6531019,105.4802272,100.1410089,105.521869,102.4338839,108.8850494,115.1237987,134.7896539,154.5293594,176.1171462,219.8115402,212.1373828,168.1179696,173.5766619,170.7873211,180.8283569,194.337955,219.3171124,212.7526247,243.2742827,227.2315088,213.2049417,282.6045048,445.637722,458.6734484,307.5975106,240.3066748,250.0547245,240.6790609,257.7480591,233.3056219,223.9463381,192.6020172,183.4737898,152.4429427,149.7146628,153.637551,169.3707627,164.8314511,167.625559,174.0471646,162.4305888,186.5998341,174.9335894,163.9508899,169.6860096,162.6704765,140.6926727,155.6064342,169.7268334,163.5818977,171.6649779
APC,153.9380979,172.3907122,161.2655231,162.0025747,152.7467131,284.111382,581.6328152,432.3062921,448.5222358,317.9027688,280.4967254,293.9162325,243.5919933,215.5513103,195.5765662,201.5885168,183.0819981,178.7344672,185.1717997,170.9729154,250.208721,305.7214023,205.7597242,275.9381925,263.0911503,226.7081097,193.1927618,195.624987,205.5948278,250.7332141,249.2415394,214.4147555,207.3908738,190.1598464,158.4936425,179.3495889,178.24063,183.0496651,169.443627,169.2861431,163.2737987,158.3522804,182.5719176,152.535283,154.0037533,162.16328,147.0832357,138.2691236,150.3941266,152.8629305,138.8415007,137.2355046,108.3285682,111.0847633,105.4220006,108.2549934,112.5397953,131.1098849,146.2502099,162.2178139,183.4678441,191.5135949,156.3714954,172.7347392,163.5123346,172.2165172,177.9489097,201.6971462,215.4108188,259.3672225,239.4226589,237.2818421,347.0566139,575.9262822,584.9231334,374.5555472,295.3526013,318.6617397,304.0587833,317.3029042,291.4737512,271.9968137,240.2699188,228.9900547,189.9763979,180.4351839,182.5527989,197.6313568,194.5984677,198.8625405,207.7771203,197.6338527,220.7363302,198.0928288,180.4915669,180.2841268,173.6842146,145.2672691,156.5312371,171.1047471,167.679944,173.9454128
APD,78.81075374,78.66872287,129.0063848,107.7482863,93.80872329,105.3356685,111.5829136,112.2743526,117.9815181,118.5785266,118.1755581,125.3604193,124.6729051,123.6554301,114.7534531,102.0789242,97.07827038,103.6669153,102.3496831,88.79987623,100.9408175,103.9254256,95.72953922,90.0976672,88.32707999,84.36350611,87.70286723,92.96887614,94.07367963,100.8590002,106.9182763,97.10124982,92.1031377,80.08018652,62.6157931,78.22646675,75.71204031,72.63234266,72.06684293,74.05341068,73.13667717,71.16030482,84.11176101,97.24912574,102.1710805,96.6462454,89.07845497,78.03599059,75.41463312,80.02080742,71.89122803,62.11316231,57.5595955,55.33410694,58.81943111,60.22306511,59.61746038,68.48468875,73.7982529,74.99432733,79.13904573,79.92684868,66.90568066,70.58106913,70.84808251,78.51248557,88.4416309,87.81696849,109.8693464,104.4901081,94.58133087,92.69137383,100.4205457,105.0044232,111.1311825,90.32071409,83.63486692,82.32931844,77.26529536,60.22404187,59.54786876,56.26290975,58.23024164,57.89645943,61.46612406,59.45933526,56.22115891,57.83372958,57.61730642,55.38594772,54.19324186,45.33077814,48.18014823,46.39274829,40.88607947,40.95351765,41.77077592,38.27465063,40.59941327,49.1674552,53.34603248,53.53891736
APH,183.0355072,206.9382935,213.1412048,215.6019897,151.4862976,152.5093994,156.8853912,152.4006958,159.7059021,158.2731018,152.8965912,169.2700043,185.5438995,161.6452026,124.5008926,137.7907104,140.8896027,147.4647064,154.5809021,162.2005005,215.1053009,236.5133057,196.8233032,196.995697,197.3124084,161.847477,148.9913494,143.9630703,162.3969236,180.3115796,155.3753891,143.1091292,140.2785579,136.7359554,116.3235756,138.6772503,134.6245725,126.4513405,125.1486497,128.6161654,129.3977528,133.2612948,153.7352526,131.8381129,133.321228,125.7930698,119.4375587,193.0115051,168.8673096,119.5399877,120.1278037,113.2909388,100.1401462,100.6255442,102.1639259,96.79750864,104.7211523,77.45983243,88.37935199,91.9770817,96.60528367,100.2401835,103.4214099,107.8667066,108.4471176,117.0766557,126.0939485,124.6729249,129.0932261,137.7217934,130.2160292,126.4339271,134.4052423,146.404504,146.1669079,136.1462004,125.294357,124.347703,124.6020207,118.8201906,103.8928789,107.8479493,89.58303472,92.43359182,92.20718473,84.25474104,78.90267423,79.49663355,75.92119653,72.50876094,71.07292366,70.47237349,72.5938701,69.70870094,62.70185647,55.78534643,55.87848554,56.96822255,62.57007917,75.01049227,71.16471887,70.13598288
APTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.02836362,88.34487904,94.26927271,103.700237,108.5277552,117.5207738
ARG,163.9129944,145.0281067,146.432312,123.6331756,121.1943196,159.4140271,166.8476687,161.400744,162.5519552,173.972797,177.9281137,179.6401788,199.5250596,173.1201184,142.659345,139.4283893,127.0281398,134.2528884,137.9071807,137.6209711,175.938514,189.1317817,168.4838034,182.7161,181.8911741,177.0822373,158.945506,160.1727811,162.1794473,167.4120815,143.9523414,131.1074232,111.6100351,106.2032154,77.94444359,96.57377174,96.0130833,94.14742875,91.23734216,93.22827486,90.71195319,91.6649469,103.011382,95.75938033,102.9554563,115.473422,106.5777087,101.8763153,94.00259297,95.03935753,95.407315,90.69674152,84.42626256,80.98911161,83.65344903,78.0832895,79.363213,86.7031431,98.30154618,101.2929555,107.609761,113.9714182,102.8113235,104.6595229,107.7071328,110.3785814,128.9223778,136.0598072,144.4335695,141.5655715,140.1846303,114.848923,125.8837274,135.7424286,142.9622611,138.6806075,122.4631264,,,,,,,,,,,,,,,,,,,,,,,,,
ARW,215.9747359,206.123951,220.4980098,193.7205411,192.4545825,206.3787834,232.5208814,233.1842909,235.9497823,225.2745489,225.149488,240.5760957,234.7519237,214.4207913,192.1493698,184.7655616,184.8468502,197.052996,200.298844,207.5099744,263.6055141,301.1141595,278.7378796,311.4868836,310.6083411,281.2901321,256.2564085,209.4766428,224.4632701,236.7133114,237.2295717,308.5168598,298.2146519,271.8299429,246.3266952,256.6881749,247.2676615,237.4996605,239.367573,241.6570917,229.744467,218.8256759,232.5495706,206.4490166,209.6934094,208.8352307,204.5852492,206.4694905,183.3286532,167.9803859,165.0659227,147.8409367,144.936139,140.088829,137.9831105,129.8259463,134.0460329,137.5117594,140.3934002,152.4354324,152.5393321,167.9152219,164.8514436,167.1267588,166.8244945,173.7426547,184.6448851,195.1446892,207.8705028,209.2746889,214.1306637,213.5494492,222.644407,222.6669066,241.4441245,214.8032075,203.3616507,202.6047072,204.2814712,203.6674252,186.5886611,182.7608178,179.3406287,172.2285282,172.0869509,163.3016656,149.9530013,153.8535471,140.9731886,135.9797875,135.7327435,135.0383099,141.7888694,132.7260202,124.1429101,126.5504041,124.7451497,114.567079,118.671773,134.3027961,143.5127638,149.6225903
ASCHEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5223999,139.2256927,128.4958038,129.661911,123.6425018,115.4788971,115.5092926,115.4507065,114.7333984,114.9197006,105.0124969,100.024704,99.8164978,101.6329041,100.8102036,100.8034973,124.8700027,124.1852036,129.901001,165.1949005,153.892807,158.0456085,151.0756073,154.8339081,154.3554993,157.0119934,153.1600952,157.9051056,156.9458923,142.0816956,142.1125031,146.3323975,149.7449036,145.75,118.1299189,114.912814,121.9070859,121.5658113,123.5569231,124.4923986,124.9984441,123.8285235,125.1481606,125.4193135,113.9664969,111.3153675,120.6831577,119.0793056,113.987086,105.2033371,104.8061314,105.0114497,101.2865532,100.8773659,99.81895223,91.29143408,92.11975526,94.53581419,100.7833089,107.209353
